0.67,1.01
1.21,1.96
2.34,2.32
0.55,1.07
0.27,0.57
0.45,0.25
0,0
0.45,1.47
0.65,1.94
2.1,5.44
3.1,7.06
0,0
12.16,0.59
9.1,12.54
0.65,0.69
0,0
9.35,10.31
1.95,2.15
0,0
